0,0.490186,0.510072
1,0.501291,0.485021
2,0.50439,0.509556
3,0.501808,0.490702
4,0.494835,0.495609
5,0.50749,0.512397
6,0.505682,0.506457
7,0.506198,0.508264
8,0.516271,0.514721
9,0.482955,0.483729
10,0.493285,0.505682
11,0.501291,0.51188
12,0.514721,0.498192
13,0.493285,0.501808
14,0.507748,0.512655
15,0.506198,0.486054
16,0.482696,0.497159
17,0.502324,0.507231
18,0.495609,0.484504
19,0.501808,0.506973
20,0.500775,0.504907
21,0.511105,0.510589
22,0.493543,0.507231
23,0.495868,0.509298
24,0.510589,0.504649
25,0.502841,0.512138
26,0.497676,0.496384
27,0.500517,0.50155
28,0.499742,0.496384
29,0.502066,0.503874
30,0.496126,0.5
31,0.48657,0.49406
32,0.498967,0.505424
33,0.500258,0.487862
34,0.498709,0.498967
35,0.490702,0.50749
36,0.508264,0.498709
37,0.498709,0.494318
38,0.494835,0.502324
39,0.501291,0.493027
40,0.490961,0.50594
41,0.511622,0.50439
42,0.514205,0.489153
43,0.487862,0.504649
44,0.502841,0.50439
45,0.501808,0.50155
46,0.488378,0.496384
47,0.493027,0.489928
48,0.501291,0.489669
49,0.513946,0.487603
50,0.496901,0.496384
51,0.498192,0.512655
52,0.515238,0.501033
53,0.506198,0.495609
54,0.503099,0.492769
55,0.497159,0.503874
56,0.502324,0.509039
57,0.50155,0.495351
58,0.513171,0.509039
59,0.503616,0.49845
60,0.515754,0.481921
61,0.50749,0.495868
62,0.494576,0.504132
63,0.494835,0.50594
64,0.511364,0.510589
65,0.508781,0.495609
66,0.490961,0.501033
67,0.491994,0.506715
68,0.508006,0.500775
69,0.501033,0.499225
70,0.503099,0.498709
71,0.50439,0.491994
72,0.497934,0.488636
73,0.485279,0.491477
74,0.49845,0.501033
75,0.503616,0.493802
76,0.508264,0.493802
77,0.49251,0.51343
78,0.497676,0.497934
79,0.506457,0.493285
80,0.502066,0.510331
81,0.509298,0.495609
82,0.509814,0.501291
83,0.494835,0.51343
84,0.487603,0.497159
85,0.500258,0.503099
86,0.497934,0.495609
87,0.50439,0.503099
88,0.505165,0.506715
89,0.509556,0.48657
90,0.510589,0.504907
91,0.494576,0.515238
92,0.503357,0.509298
93,0.492769,0.486312
94,0.493543,0.476756
95,0.505165,0.502583
96,0.504132,0.491994
97,0.509814,0.505165
98,0.50439,0.506457
99,0.509556,0.494835
100,0.496384,0.500258
101,0.489928,0.509814
102,0.504649,0.502324
103,0.50749,0.495868
104,0.493802,0.490961
105,0.494318,0.502324
106,0.504649,0.49251
107,0.501808,0.494576
108,0.506457,0.496901
109,0.510589,0.502324
110,0.50749,0.500517
111,0.50749,0.488895
112,0.498967,0.497159
113,0.503616,0.50594
114,0.496901,0.508264
115,0.484504,0.50594
116,0.512397,0.501033
117,0.519112,0.506973
118,0.505682,0.495868
119,0.522469,0.498709
120,0.500775,0.502841
121,0.29468,0.215651
122,0.223915,0.199122
123,0.225723,0.194215
124,0.231921,0.195248
125,0.246384,0.182593
126,0.220816,0.206353
127,0.233988,0.193698
128,0.228564,0.205837
129,0.212552,0.204804
130,0.224432,0.224948
131,0.220558,0.18001
132,0.231663,0.195506
133,0.242769,0.198605
134,0.232955,0.200413
135,0.227014,0.200155
136,0.217717,0.19499
137,0.216684,0.193182
138,0.229339,0.214101
139,0.224174,0.19344
140,0.224948,0.202479
141,0.229081,0.182593
142,0.229339,0.190857
143,0.22314,0.182076
144,0.222366,0.200155
145,0.237087,0.193957
146,0.23657,0.202738
