0,155.567
1,1684.28
2,413.496
3,197.155
4,399.519
5,575.815
6,370.818
7,251.326
8,657.131
9,222.415
10,595.681
11,2133.02
12,288.264
13,251.84
14,584.813
15,1105.89
16,247.65
17,292.562
18,875.391
19,323.145
20,363.115
21,258.938
22,1324.95
23,316.365
24,441.554
25,324.495
26,279.632
27,24524.4
28,374.867
29,219.783
30,386.266
31,293.929
32,458.21
33,232.257
34,346.127
35,365.848
36,383.867
37,3514.48
38,317.391
39,255.977
40,486.536
41,333.492
42,1304.4
43,488.313
44,207.976
45,576.822
46,320.856
47,387.589
48,248.878
49,257.639
50,296.327
51,981.028
52,271.444
53,290.021
54,283.958
55,220.044
56,270.659
57,365.759
58,257.276
59,328.486
60,360.674
61,186.2
62,400.532
63,327.222
64,238.915
65,633.954
66,265.433
67,2557.94
68,320.131
69,343.991
70,384.646
71,260.831
72,968.085
73,364.905
74,230.754
75,300.503
76,522.182
77,283.628
78,505.522
79,810.181
80,219.155
81,1029.22
82,242.664
83,308.811
84,429.385
85,335.315
86,328.435
87,550.57
88,2785.4
89,266.7
90,281.31
91,322.798
92,297.494
93,314.233
94,235.986
95,233.958
96,222.735
97,416.08
98,437.255
99,298.841
100,461.371
101,315.002
102,326.506
103,274.551
104,251.455
105,214.296
106,338.603
107,269.639
108,538.948
109,299.868
110,276.277
111,252.966
112,367.184
113,726.559
114,193.033
115,253.9
116,284.55
117,399.431
118,1086.04
119,350.594
120,310.777
121,259.55
122,406.201
123,357.793
124,459.772
125,281.894
126,420.837
127,463.202
128,258.277
129,565.486
130,368.122
131,212.01
132,355.851
133,242.469
134,247.426
135,390.844
136,318.668
137,354.579
138,261.871
139,392.518
140,470.147
141,329.3
142,343.594
143,551.666
144,382.69
145,12757.4
146,682.928
147,452.959
148,3.49579
149,1.98652
150,8.82622
151,2.74213
152,4.01333
153,2.55956
154,2.56079
155,3.01409
156,3.69691
157,2.57406
158,2.13078
159,3.23022
160,4.61331
161,4.53441
162,3.34689
