0,2.56103,0,0,0
1,2.3117,2.24683,0,0
2,2.70561,2.44881,0,0
3,2.91301,2.24204,0,0
4,2.06427,2.98329,0,0
5,2.52326,2.83987,0,0
6,2.65028,3.21864,0,0
7,1.7461,2.31818,0,0
8,2.4858,2.2168,0,0
9,3.0241,2.55415,0,0
10,2.92995,2.62328,0,0
11,2.6213,2.8082,0,0
12,2.45075,3.55832,0,0
13,2.56612,2.60221,0,0
14,2.34873,1.84118,0,0
15,2.58453,2.68332,0,0
16,2.50292,2.31146,0,0
17,2.48996,2.95134,0,0
18,2.66651,2.38423,0,0
19,2.42059,1.91863,0,0
20,2.46456,2.4387,0,0
21,2.72224,2.27379,0,0
22,2.99642,1.71203,0,0
23,2.38958,2.91053,0,0
24,2.57143,2.40355,0,0
25,2.38247,2.57683,0,0
26,2.23329,2.33214,0,0
27,2.94043,2.33809,0,0
28,2.66964,3.06047,0,0
29,2.09288,2.63418,0,0
30,2.2781,2.47825,0,0
31,3.18784,2.38861,0,0
32,2.16814,1.61554,0,0
33,2.4854,3.00146,0,0
34,2.96205,2.56763,0,0
35,2.06454,2.39281,0,0
36,2.09139,3.13034,0,0
37,2.2708,3.00184,0,0
38,2.59764,2.62086,0,0
39,2.60689,2.4643,0,0
40,2.7334,2.86381,0,0
41,2.82907,1.96199,0,0
42,2.31514,2.94868,0,0
43,2.67812,2.14379,0,0
44,2.63021,2.51579,0,0
45,2.60399,3.02871,0,0
46,2.85239,2.26323,0,0
47,2.65597,2.72068,0,0
48,2.56185,2.23043,0,0
49,3.06606,2.23738,0,0
50,3.48817,3.10469,0,0
51,2.81249,2.71666,0,0
52,2.05619,3.34784,0,0
53,2.24539,2.06982,0,0
54,3.15979,2.58029,0,0
55,2.03201,2.54809,0,0
56,2.38764,2.31772,0,0
57,3.27776,2.50383,0,0
58,2.1987,2.18992,0,0
59,3.08227,2.48634,0,0
60,2.02752,2.45783,0,0
61,2.6854,2.6499,0,0
62,2.3595,2.34643,0,0
63,2.53202,2.49498,0,0
64,2.43658,2.6319,0,0
65,3.22913,2.28936,0,0
66,2.76011,2.92787,0,0
67,2.38489,2.57252,0,0
68,2.3544,2.35074,0,0
69,2.67215,3.02621,0,0
70,2.78394,2.49393,0,0
71,2.19053,2.35994,0,0
72,1.84427,2.05142,0,0
73,2.89161,2.20004,0,0
74,2.49414,2.60267,0,0
75,2.6226,2.30301,0,0
76,2.65446,2.79311,0,0
77,2.16924,2.30725,0,0
78,2.60195,2.6105,0,0
79,2.26667,2.73011,0,0
80,2.75937,2.86883,0,0
81,3.16059,2.55697,0,0
82,2.88806,3.20219,0,0
83,2.29504,2.79798,0,0
84,2.64345,3.24964,0,0
85,1.52349,2.88818,0,0
86,2.29108,2.17914,0,0
87,2.52077,2.12403,0,0
88,1.97014,2.1338,0,0
89,2.25091,2.10006,0,0
90,2.20972,2.58435,0,0
91,2.59741,2.43449,0,0
92,2.40602,2.45773,0,0
93,2.81924,2.77341,0,0
94,2.55515,2.29334,0,0
95,2.20671,2.85651,0,0
96,2.90259,3.06717,0,0
97,2.38087,2.27431,0,0
98,2.43894,3.16826,0,0
99,2.83293,2.73389,0,0
100,2.78387,2.81978,0,0
101,2.72484,2.6304,0,0
102,2.66376,3.04793,0,0
103,2.2035,2.28207,0,0
104,2.73166,2.59392,0,0
