0,1.91493
1,2.97858
2,2.86072
3,0
4,2.34215
5,0
6,2.22143
7,3.10146
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,2.42089
16,0
17,0
18,0
19,0
20,2.88696
21,0
22,0
23,0
24,2.93645
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,2.56241
37,0
38,0
39,2.33948
40,2.52396
41,0
42,0
43,0
44,2.78338
45,0
46,2.35299
47,0
48,0
49,0
50,0
51,0
52,2.85274
53,2.16636
54,0
55,0
56,0
57,0
58,0
59,1.80189
60,3.02413
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,2.17633
69,0
70,0
71,0
72,0
73,0
74,2.86047
75,2.69819
76,0
77,0
78,0
79,2.2822
80,0
81,0
82,2.30807
83,0
84,2.45166
85,0
86,0
87,0
88,0
89,0
90,2.32057
91,0
92,0
93,0
94,0
95,2.69927
96,0
97,1.836
98,2.4757
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,3.51378
110,1.94678
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,2.0279
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,2.60529
128,0
129,2.79003
130,2.52409
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,3.25379
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,1.94305
147,0
148,2.00893
149,0
150,0
151,2.67664
152,0
153,0
154,0
155,0
156,2.59361
157,0
158,2.52769
159,0
160,0
161,2.39705
162,2.63182
163,2.49469
164,2.17413
165,2.86621
166,0
167,2.19408
168,2.41743
169,0
170,1.52903
171,3.06476
172,2.66496
173,2.34687
174,2.66648
175,2.59327
176,2.17704
177,2.74537
178,0
179,2.26427
180,0
181,0
182,0
183,2.6589
184,1.9488
185,0
186,0
187,0
188,2.29562
189,0
190,2.70053
191,2.55167
192,0
193,0
194,2.57577
195,3.14515
196,2.04701
197,0
198,2.65771
199,2.67002
200,2.75022
201,0
202,0
203,30.5826
204,0
205,0
206,0
207,0
208,0
209,0
