0,649.921,706.527
1,574.203,480.522
2,369.078,468.007
3,616.955,695.737
4,601.311,572.24
5,839.751,638.457
6,670.684,703.497
7,16541.3,11082.3
8,922.193,910.601
9,765.108,453.126
10,570.471,524.365
11,696.21,537.27
12,836.756,636.737
13,642.729,455.736
14,873.306,1092.08
15,1082.45,622.667
16,379.293,454.179
17,378.216,745.155
18,988.148,587.852
19,490.88,478.165
20,656.101,893.928
21,578.65,573.578
22,445.458,497.236
23,721.66,1012.56
24,658.654,533.698
25,27279.1,192565
26,603.311,615.261
27,685.331,818.337
28,697.858,669.568
29,825.495,1007.02
30,823.804,669.473
31,605.511,539.692
32,554.549,398.686
33,439.714,728.951
34,449.33,409.012
35,847.835,556.12
36,487.416,564.508
37,640.322,588.477
38,1627.65,500.2
39,406.692,390.125
40,556.532,681.269
41,595.868,483.497
42,1151.41,724.831
43,521.658,390.585
44,874.078,611.364
45,436.735,541.271
46,396.08,409.558
47,1003.13,653.747
48,506.524,570.616
49,885.647,821.867
50,690.097,566.299
51,442.745,493.15
52,968.104,820.444
53,72.2102,704.666
54,869.53,948.855
55,610.104,522.643
56,687.42,686.602
57,365.269,323.879
58,569.447,618.58
59,433.559,581.018
60,450.578,443.7
61,527.479,498.591
62,505.434,478.743
63,532.911,593.085
64,414.891,483.033
65,926.018,6955.43
66,593.89,980.335
67,417.014,615.164
68,648.737,750.636
69,2635.8,1576.54
70,642.956,567.224
71,492.966,487.662
72,528.415,627.327
73,575.808,564.105
74,357.575,371.426
75,465.351,535.459
76,1002.79,1254.86
77,469.627,367.349
78,470.612,374.37
79,827.256,1758.44
80,391.789,490.771
81,1584.16,468.64
82,446.121,407.285
83,389.86,422.568
84,660.034,471.721
85,368.753,437.795
86,965.21,489.522
87,471.253,684.838
88,639.869,678.926
89,556.925,1074.02
90,503.535,632.64
91,2193.7,8824.38
92,1519.59,674.356
93,403.08,415.991
94,350.322,391.084
95,2379.23,724.132
96,628.58,418.218
97,1069.76,961.284
98,2943.87,2212.44
99,1002.83,650.839
100,914.727,3149.73
101,754.945,1858.4
102,521.594,846.362
103,543.918,504.592
104,279.559,1299.1
105,466.956,720.598
106,1192.43,564.787
107,560.508,757.946
108,405.812,486.125
109,418.827,510.676
110,675.107,1143.75
111,967.451,829.57
112,589.09,711.057
113,1143.75,1093.61
114,17920.5,3105.86
115,7537.39,3999.61
116,1525.27,1582.92
117,470.761,448.031
118,524.603,407.684
119,1158.96,2145.66
120,597.821,433.401
121,506.659,602.89
122,556.971,1532.3
123,1388.46,3608.47
124,428.753,495.808
125,622.976,466.15
126,364.091,365.937
127,596.452,718.662
128,725.083,630.971
129,2237.63,1315.68
130,560.01,663.482
131,754.577,914.323
132,1030.04,754.261
133,1270.59,732.031
134,433.093,452.284
135,529.067,689.463
136,506.592,505.642
137,493.661,451.181
138,23844.9,7437.8
139,979.565,810.94
140,349.469,367.773
141,954.495,1159.8
142,1249.51,1204.42
143,503.277,520.056
144,815.14,1425.04
145,990.803,913.075
146,476.241,401.469
147,370.394,353.214
148,529.698,421.665
149,454.189,483.657
150,423.266,573.713
151,597.234,531.957
152,495.693,633.33
153,422.92,391.701
154,553.184,521.667
155,15396.7,2693.28
156,652.403,808.665
157,488.898,505.363
158,781.002,634.07
159,1205.67,1448.14
160,620.969,713.469
161,494.073,545.563
162,846.689,618.675
163,520.142,594.521
164,558.968,490.191
165,429.357,484.476
166,481.857,994.234
167,1132.43,2299.65
168,625.605,708.644
169,527.18,746.047
170,12682.5,4404.51
171,447.276,574.236
172,201.454,756.59
173,552.099,1147.27
174,657.976,548.506
175,307.114,273.913
176,618.534,571.603
177,442.32,597.601
178,483.047,430.734
179,520.797,453.129
180,636.717,662.441
181,686.314,852.05
182,573.259,461.183
183,702.262,561.41
184,428.587,510.421
185,477.123,509.211
186,476.913,481.014
187,934.056,945.457
188,1199.99,803.016
189,1085.08,672.2
190,4113.55,6257.44
191,428.635,599.817
192,674.249,567.921
193,703.798,625.529
194,744.021,671.419
195,1436.3,3249.84
196,508.579,1014.44
197,419.684,710.533
198,511.121,723.97
199,440.398,435.125
200,463.027,842.604
201,566.596,583.211
202,388.696,651.829
203,1011.45,583.968
204,521.693,398.519
205,435.443,687.567
206,425.204,336.31
207,907.926,648.139
208,768.304,619.333
209,355.88,376.978
210,478.578,526.325
211,1061.26,941.485
212,630.993,783.654
213,575.575,478.888
214,557.158,489.343
215,582.505,727.616
216,2324.79,880.458
217,1052.86,635.352
218,490.818,740.635
219,458.769,559.973
220,825.067,468.81
221,936.165,1006.66
222,599.054,534.973
223,538.185,674.005
224,1467.26,809.797
225,949.65,604.285
226,461.229,520.352
227,594.303,388.369
228,506.187,602.717
229,567.354,657.487
230,1259.91,721.326
231,634.504,643.695
232,612.5,1011.89
233,484.52,528.025
234,1178.54,695.684
235,2342.34,3368.93
236,526.866,822.042
237,931.8,556.265
238,434.818,362.996
239,599.003,478.53
240,510.405,548.643
241,2037.62,1567.98
242,583.636,580.281
243,546.501,934.602
244,634.461,820.744
245,407.474,923.346
