0,2.91883,0,0,0
1,2.60958,2.66889,0,0
2,3.06602,3.00531,0,0
3,2.50338,2.63655,0,0
4,2.87057,3.24023,0,0
5,3.10503,2.95604,0,0
6,2.25441,2.59673,0,0
7,2.68706,2.52752,0,0
8,2.85361,2.59774,0,0
9,2.25651,2.65828,0,0
10,1.75804,0,0,0
11,2.69464,0,0,0
12,2.33203,0,0,0
13,2.5667,0,0,0
14,2.57569,0,0,0
15,2.6953,2.30432,0,0
16,3.10076,2.43776,0,0
17,2.22452,2.2644,0,0
18,2.50448,0,0,0
19,1.96005,2.32115,0,0
20,0,0,0,0
21,2.68451,2.3237,0,0
22,2.71638,2.5878,0,0
23,2.26683,0,0,0
24,1.99808,0,0,0
25,2.73704,0,0,0
26,2.59373,2.30453,0,0
27,2.20055,2.37852,0,0
28,2.99197,0,0,0
29,2.23602,2.54676,0,0
30,2.74866,0,0,0
31,2.48022,2.56648,0,0
32,2.53886,0,0,0
33,2.35961,2.51803,0,0
34,2.39199,1.8419,0,0
35,2.68801,0,0,0
36,2.61784,0,0,0
37,2.11544,2.68986,0,0
38,2.0125,0,0,0
39,2.78369,0,0,0
40,2.72418,2.77017,0,0
41,2.36655,2.47946,0,0
42,2.41932,0,0,0
43,2.81557,2.54055,0,0
44,2.43812,2.652,0,0
45,2.36938,0,0,0
46,2.08508,0,0,0
47,2.61222,2.50119,0,0
48,2.55231,2.6771,0,0
49,2.16459,1.98207,0,0
50,1.72993,0,0,0
51,2.17178,2.77921,0,0
52,2.16647,2.43373,0,0
53,2.605,0,0,0
54,2.5129,0,0,0
55,1.60498,2.87243,0,0
56,2.0053,2.71949,0,0
57,2.98141,0,0,0
58,2.7969,2.06991,0,0
59,2.76949,2.53702,0,0
60,2.50297,3.12076,0,0
61,2.51555,0,0,0
62,2.72433,2.77169,0,0
63,2.72497,2.44172,0,0
64,2.56586,0,0,0
65,2.82884,2.5295,0,0
66,0,0,0,0
67,0,0,0,0
68,3.1895,0,0,0
69,0,0,0,0
70,2.38796,2.17426,0,0
71,2.10473,0,0,0
72,2.74917,0,0,0
73,2.86868,0,0,0
74,2.61299,0,0,0
75,3.15969,2.38407,0,0
76,2.57941,0,0,0
77,2.76657,0,0,0
78,2.27697,0,0,0
79,2.94986,2.21131,0,0
80,2.71978,2.8699,0,0
81,2.17292,0,0,0
82,2.29664,0,0,0
83,2.11597,2.93113,0,0
84,3.00657,3.01078,0,0
85,2.48874,2.57388,0,0
86,2.60947,0,0,0
87,0,0,0,0
88,2.70191,2.58387,0,0
89,3.37158,0,0,0
90,3.17597,0,0,0
91,2.63626,2.77646,0,0
92,2.88421,0,0,0
93,3.00431,0,0,0
94,2.7897,0,0,0
95,2.39839,0,0,0
96,1.90819,0,0,0
97,2.30212,0,0,0
98,0,0,0,0
99,2.61935,2.16778,0,0
100,2.79398,0,0,0
101,2.51099,2.86121,0,0
102,2.34488,3.05566,0,0
103,2.47463,2.59966,0,0
104,2.79269,2.97711,0,0
105,2.36217,0,0,0
106,0,0,0,0
107,2.77563,2.91111,0,0
108,2.05023,2.68856,0,0
109,2.0035,2.51219,0,0
110,0,0,0,0
111,2.55269,2.11284,0,0
112,2.27409,2.82327,0,0
113,2.80412,0,0,0
114,2.73424,0,0,0
115,2.46541,2.31977,0,0
116,2.78688,2.3656,0,0
117,2.10298,2.38958,0,0
118,2.30016,2.54226,0,0
119,2.35719,2.46827,0,0
120,2.60786,2.76793,0,0
121,2.47726,0,0,0
122,2.2652,2.12841,0,0
123,2.62061,3.04765,0,0
124,2.60092,2.62667,0,0
125,2.34268,2.9028,0,0
126,2.21172,0,0,0
127,2.29038,1.86308,0,0
128,0,0,0,0
129,2.65105,0,0,0
130,0,0,0,0
131,2.30307,2.15847,0,0
132,2.55882,0,0,0
133,2.4652,2.23804,0,0
134,2.39758,0,0,0
135,2.70975,0,0,0
136,2.20566,2.47438,0,0
137,2.30991,0,0,0
138,2.46671,0,0,0
139,2.5615,2.11706,0,0
140,2.93426,2.08373,0,0
141,2.16333,0,0,0
142,3.19067,0,0,0
143,2.30407,2.56118,0,0
144,2.31396,0,0,0
145,2.95386,3.22384,0,0
146,2.29632,0,0,0
147,2.04607,2.88416,0,0
148,2.22663,2.53795,0,0
149,2.38753,2.87726,0,0
150,2.36691,0,0,0
151,2.41726,2.4969,0,0
152,2.77751,2.42378,0,0
153,2.85332,0,0,0
154,2.73008,0,0,0
155,2.65635,2.7139,0,0
156,2.56858,2.93505,0,0
157,2.66891,0,0,0
158,2.9037,2.46293,0,0
159,2.93055,2.19496,0,0
160,0,0,0,0
161,2.53655,2.70327,0,0
162,2.39694,0,0,0
163,3.11069,2.34441,0,0
164,2.63375,2.33902,0,0
165,2.35353,2.39652,0,0
166,2.74603,2.898,0,0
167,2.24568,2.2477,0,0
168,2.69597,0,0,0
169,2.79347,2.11477,0,0
170,2.64453,0,0,0
171,2.18918,2.93428,0,0
172,3.11531,0,0,0
173,2.61608,0,0,0
174,2.38668,2.80059,0,0
175,3.01601,0,0,0
176,2.28379,2.1184,0,0
177,2.41966,2.20601,0,0
178,2.2353,0,0,0
179,2.53141,2.49279,0,0
180,2.29311,3.18792,0,0
181,2.39859,2.53332,0,0
182,2.15584,3.34069,0,0
183,2.6991,0,0,0
184,0,0,0,0
185,2.42003,0,0,0
186,2.48846,0,0,0
187,2.70244,2.21316,0,0
188,2.09296,2.26583,0,0
189,0,0,0,0
190,2.12834,2.60644,0,0
191,1.73897,2.74649,0,0
192,1.92935,2.38813,0,0
193,2.49638,2.48688,0,0
